"","year","country","iso","crisisJST","crisisBR"
"1",1870,"Australia","AUS",0,0
"2",1870,"Belgium","BEL",1,1
"3",1870,"Canada","CAN",0,0
"4",1870,"Denmark","DNK",0,0
"5",1870,"Finland","FIN",0,0
"6",1870,"France","FRA",0,0
"7",1870,"Germany","DEU",0,0
"8",1870,"Italy","ITA",0,0
"9",1870,"Japan","JPN",0,0
"10",1870,"Netherlands","NLD",0,0
"11",1870,"Norway","NOR",0,0
"12",1870,"Portugal","PRT",0,0
"13",1870,"Spain","ESP",0,0
"14",1870,"Sweden","SWE",0,0
"15",1870,"Switzerland","CHE",1,1
"16",1870,"UK","GBR",0,0
"17",1870,"USA","USA",0,0
"18",1871,"Australia","AUS",0,0
"19",1871,"Belgium","BEL",0,0
"20",1871,"Canada","CAN",0,0
"21",1871,"Denmark","DNK",0,0
"22",1871,"Finland","FIN",0,0
"23",1871,"France","FRA",0,1
"24",1871,"Germany","DEU",0,0
"25",1871,"Italy","ITA",0,0
"26",1871,"Japan","JPN",1,1
"27",1871,"Netherlands","NLD",0,0
"28",1871,"Norway","NOR",0,0
"29",1871,"Portugal","PRT",0,0
"30",1871,"Spain","ESP",0,0
"31",1871,"Sweden","SWE",0,0
"32",1871,"Switzerland","CHE",0,0
"33",1871,"UK","GBR",0,0
"34",1871,"USA","USA",0,0
"35",1872,"Australia","AUS",0,0
"36",1872,"Belgium","BEL",0,0
"37",1872,"Canada","CAN",0,0
"38",1872,"Denmark","DNK",0,0
"39",1872,"Finland","FIN",0,0
"40",1872,"France","FRA",0,0
"41",1872,"Germany","DEU",0,0
"42",1872,"Italy","ITA",0,0
"43",1872,"Japan","JPN",0,0
"44",1872,"Netherlands","NLD",0,0
"45",1872,"Norway","NOR",0,0
"46",1872,"Portugal","PRT",0,0
"47",1872,"Spain","ESP",0,0
"48",1872,"Sweden","SWE",0,0
"49",1872,"Switzerland","CHE",0,0
"50",1872,"UK","GBR",0,0
"51",1872,"USA","USA",0,0
"52",1873,"Australia","AUS",0,0
"53",1873,"Belgium","BEL",0,0
"54",1873,"Canada","CAN",0,1
"55",1873,"Denmark","DNK",0,0
"56",1873,"Finland","FIN",0,0
"57",1873,"France","FRA",0,0
"58",1873,"Germany","DEU",1,0
"59",1873,"Italy","ITA",1,1
"60",1873,"Japan","JPN",0,0
"61",1873,"Netherlands","NLD",0,0
"62",1873,"Norway","NOR",0,0
"63",1873,"Portugal","PRT",0,0
"64",1873,"Spain","ESP",0,0
"65",1873,"Sweden","SWE",0,0
"66",1873,"Switzerland","CHE",0,0
"67",1873,"UK","GBR",0,0
"68",1873,"USA","USA",1,1
"69",1874,"Australia","AUS",0,0
"70",1874,"Belgium","BEL",0,0
"71",1874,"Canada","CAN",0,0
"72",1874,"Denmark","DNK",0,0
"73",1874,"Finland","FIN",0,0
"74",1874,"France","FRA",0,0
"75",1874,"Germany","DEU",0,1
"76",1874,"Italy","ITA",0,0
"77",1874,"Japan","JPN",0,0
"78",1874,"Netherlands","NLD",0,0
"79",1874,"Norway","NOR",0,0
"80",1874,"Portugal","PRT",0,0
"81",1874,"Spain","ESP",0,0
"82",1874,"Sweden","SWE",0,0
"83",1874,"Switzerland","CHE",0,0
"84",1874,"UK","GBR",0,0
"85",1874,"USA","USA",0,0
"86",1875,"Australia","AUS",0,0
"87",1875,"Belgium","BEL",0,0
"88",1875,"Canada","CAN",0,0
"89",1875,"Denmark","DNK",0,0
"90",1875,"Finland","FIN",0,0
"91",1875,"France","FRA",0,0
"92",1875,"Germany","DEU",0,0
"93",1875,"Italy","ITA",0,0
"94",1875,"Japan","JPN",0,0
"95",1875,"Netherlands","NLD",0,0
"96",1875,"Norway","NOR",0,0
"97",1875,"Portugal","PRT",0,0
"98",1875,"Spain","ESP",0,0
"99",1875,"Sweden","SWE",0,0
"100",1875,"Switzerland","CHE",0,0
"101",1875,"UK","GBR",0,0
"102",1875,"USA","USA",0,0
"103",1876,"Australia","AUS",0,0
"104",1876,"Belgium","BEL",0,1
"105",1876,"Canada","CAN",0,0
"106",1876,"Denmark","DNK",0,0
"107",1876,"Finland","FIN",0,0
"108",1876,"France","FRA",0,0
"109",1876,"Germany","DEU",0,0
"110",1876,"Italy","ITA",0,0
"111",1876,"Japan","JPN",0,0
"112",1876,"Netherlands","NLD",0,0
"113",1876,"Norway","NOR",0,0
"114",1876,"Portugal","PRT",0,1
"115",1876,"Spain","ESP",0,0
"116",1876,"Sweden","SWE",0,0
"117",1876,"Switzerland","CHE",0,0
"118",1876,"UK","GBR",0,0
"119",1876,"USA","USA",0,0
"120",1877,"Australia","AUS",0,0
"121",1877,"Belgium","BEL",0,0
"122",1877,"Canada","CAN",0,0
"123",1877,"Denmark","DNK",1,1
"124",1877,"Finland","FIN",1,0
"125",1877,"France","FRA",0,0
"126",1877,"Germany","DEU",0,0
"127",1877,"Italy","ITA",0,0
"128",1877,"Japan","JPN",0,0
"129",1877,"Netherlands","NLD",0,0
"130",1877,"Norway","NOR",0,0
"131",1877,"Portugal","PRT",0,0
"132",1877,"Spain","ESP",0,0
"133",1877,"Sweden","SWE",0,0
"134",1877,"Switzerland","CHE",0,0
"135",1877,"UK","GBR",0,0
"136",1877,"USA","USA",0,0
"137",1878,"Australia","AUS",0,0
"138",1878,"Belgium","BEL",0,0
"139",1878,"Canada","CAN",0,0
"140",1878,"Denmark","DNK",0,0
"141",1878,"Finland","FIN",0,0
"142",1878,"France","FRA",0,0
"143",1878,"Germany","DEU",0,0
"144",1878,"Italy","ITA",0,0
"145",1878,"Japan","JPN",0,0
"146",1878,"Netherlands","NLD",0,0
"147",1878,"Norway","NOR",0,0
"148",1878,"Portugal","PRT",0,0
"149",1878,"Spain","ESP",0,0
"150",1878,"Sweden","SWE",1,1
"151",1878,"Switzerland","CHE",0,0
"152",1878,"UK","GBR",0,1
"153",1878,"USA","USA",0,0
"154",1879,"Australia","AUS",0,0
"155",1879,"Belgium","BEL",0,0
"156",1879,"Canada","CAN",0,0
"157",1879,"Denmark","DNK",0,0
"158",1879,"Finland","FIN",0,0
"159",1879,"France","FRA",0,0
"160",1879,"Germany","DEU",0,0
"161",1879,"Italy","ITA",0,0
"162",1879,"Japan","JPN",0,0
"163",1879,"Netherlands","NLD",0,0
"164",1879,"Norway","NOR",0,0
"165",1879,"Portugal","PRT",0,0
"166",1879,"Spain","ESP",0,0
"167",1879,"Sweden","SWE",0,0
"168",1879,"Switzerland","CHE",0,0
"169",1879,"UK","GBR",0,0
"170",1879,"USA","USA",0,0
"171",1880,"Australia","AUS",0,0
"172",1880,"Belgium","BEL",0,0
"173",1880,"Canada","CAN",0,0
"174",1880,"Denmark","DNK",0,0
"175",1880,"Finland","FIN",0,0
"176",1880,"France","FRA",0,0
"177",1880,"Germany","DEU",0,0
"178",1880,"Italy","ITA",0,0
"179",1880,"Japan","JPN",0,0
"180",1880,"Netherlands","NLD",0,0
"181",1880,"Norway","NOR",0,0
"182",1880,"Portugal","PRT",0,0
"183",1880,"Spain","ESP",0,0
"184",1880,"Sweden","SWE",0,0
"185",1880,"Switzerland","CHE",0,0
"186",1880,"UK","GBR",0,0
"187",1880,"USA","USA",0,0
"188",1881,"Australia","AUS",0,0
"189",1881,"Belgium","BEL",0,0
"190",1881,"Canada","CAN",0,0
"191",1881,"Denmark","DNK",0,0
"192",1881,"Finland","FIN",0,0
"193",1881,"France","FRA",0,0
"194",1881,"Germany","DEU",0,0
"195",1881,"Italy","ITA",0,0
"196",1881,"Japan","JPN",0,0
"197",1881,"Netherlands","NLD",0,0
"198",1881,"Norway","NOR",0,0
"199",1881,"Portugal","PRT",0,0
"200",1881,"Spain","ESP",0,0
"201",1881,"Sweden","SWE",0,0
"202",1881,"Switzerland","CHE",0,0
"203",1881,"UK","GBR",0,0
"204",1881,"USA","USA",0,0
"205",1882,"Australia","AUS",0,0
"206",1882,"Belgium","BEL",0,0
"207",1882,"Canada","CAN",0,0
"208",1882,"Denmark","DNK",0,0
"209",1882,"Finland","FIN",0,0
"210",1882,"France","FRA",1,1
"211",1882,"Germany","DEU",0,0
"212",1882,"Italy","ITA",0,0
"213",1882,"Japan","JPN",0,1
"214",1882,"Netherlands","NLD",0,0
"215",1882,"Norway","NOR",0,0
"216",1882,"Portugal","PRT",0,0
"217",1882,"Spain","ESP",0,1
"218",1882,"Sweden","SWE",0,0
"219",1882,"Switzerland","CHE",0,0
"220",1882,"UK","GBR",0,0
"221",1882,"USA","USA",0,0
"222",1883,"Australia","AUS",0,0
"223",1883,"Belgium","BEL",0,1
"224",1883,"Canada","CAN",0,0
"225",1883,"Denmark","DNK",0,0
"226",1883,"Finland","FIN",0,0
"227",1883,"France","FRA",0,0
"228",1883,"Germany","DEU",0,0
"229",1883,"Italy","ITA",0,0
"230",1883,"Japan","JPN",0,0
"231",1883,"Netherlands","NLD",0,0
"232",1883,"Norway","NOR",0,0
"233",1883,"Portugal","PRT",0,0
"234",1883,"Spain","ESP",1,0
"235",1883,"Sweden","SWE",0,0
"236",1883,"Switzerland","CHE",0,0
"237",1883,"UK","GBR",0,0
"238",1883,"USA","USA",0,0
"239",1884,"Australia","AUS",0,0
"240",1884,"Belgium","BEL",0,0
"241",1884,"Canada","CAN",0,0
"242",1884,"Denmark","DNK",0,0
"243",1884,"Finland","FIN",0,0
"244",1884,"France","FRA",0,0
"245",1884,"Germany","DEU",0,0
"246",1884,"Italy","ITA",0,0
"247",1884,"Japan","JPN",0,0
"248",1884,"Netherlands","NLD",0,0
"249",1884,"Norway","NOR",0,0
"250",1884,"Portugal","PRT",0,0
"251",1884,"Spain","ESP",0,0
"252",1884,"Sweden","SWE",0,0
"253",1884,"Switzerland","CHE",0,0
"254",1884,"UK","GBR",0,0
"255",1884,"USA","USA",0,1
"256",1885,"Australia","AUS",0,0
"257",1885,"Belgium","BEL",1,0
"258",1885,"Canada","CAN",0,0
"259",1885,"Denmark","DNK",1,1
"260",1885,"Finland","FIN",0,0
"261",1885,"France","FRA",0,0
"262",1885,"Germany","DEU",0,0
"263",1885,"Italy","ITA",0,0
"264",1885,"Japan","JPN",0,0
"265",1885,"Netherlands","NLD",0,0
"266",1885,"Norway","NOR",0,0
"267",1885,"Portugal","PRT",0,0
"268",1885,"Spain","ESP",0,0
"269",1885,"Sweden","SWE",0,0
"270",1885,"Switzerland","CHE",0,0
"271",1885,"UK","GBR",0,0
"272",1885,"USA","USA",0,0
"273",1886,"Australia","AUS",0,0
"274",1886,"Belgium","BEL",0,0
"275",1886,"Canada","CAN",0,0
"276",1886,"Denmark","DNK",0,0
"277",1886,"Finland","FIN",0,0
"278",1886,"France","FRA",0,0
"279",1886,"Germany","DEU",0,0
"280",1886,"Italy","ITA",0,0
"281",1886,"Japan","JPN",0,0
"282",1886,"Netherlands","NLD",0,0
"283",1886,"Norway","NOR",0,0
"284",1886,"Portugal","PRT",0,0
"285",1886,"Spain","ESP",0,0
"286",1886,"Sweden","SWE",0,0
"287",1886,"Switzerland","CHE",0,0
"288",1886,"UK","GBR",0,0
"289",1886,"USA","USA",0,0
"290",1887,"Australia","AUS",0,0
"291",1887,"Belgium","BEL",0,0
"292",1887,"Canada","CAN",0,0
"293",1887,"Denmark","DNK",0,0
"294",1887,"Finland","FIN",0,0
"295",1887,"France","FRA",0,0
"296",1887,"Germany","DEU",0,0
"297",1887,"Italy","ITA",1,0
"298",1887,"Japan","JPN",0,0
"299",1887,"Netherlands","NLD",0,0
"300",1887,"Norway","NOR",0,0
"301",1887,"Portugal","PRT",0,0
"302",1887,"Spain","ESP",0,0
"303",1887,"Sweden","SWE",0,0
"304",1887,"Switzerland","CHE",0,0
"305",1887,"UK","GBR",0,0
"306",1887,"USA","USA",0,0
"307",1888,"Australia","AUS",0,0
"308",1888,"Belgium","BEL",0,0
"309",1888,"Canada","CAN",0,0
"310",1888,"Denmark","DNK",0,0
"311",1888,"Finland","FIN",0,0
"312",1888,"France","FRA",0,0
"313",1888,"Germany","DEU",0,0
"314",1888,"Italy","ITA",0,0
"315",1888,"Japan","JPN",0,0
"316",1888,"Netherlands","NLD",0,0
"317",1888,"Norway","NOR",0,0
"318",1888,"Portugal","PRT",0,0
"319",1888,"Spain","ESP",0,0
"320",1888,"Sweden","SWE",0,0
"321",1888,"Switzerland","CHE",0,0
"322",1888,"UK","GBR",0,0
"323",1888,"USA","USA",0,0
"324",1889,"Australia","AUS",0,0
"325",1889,"Belgium","BEL",0,0
"326",1889,"Canada","CAN",0,0
"327",1889,"Denmark","DNK",0,0
"328",1889,"Finland","FIN",0,0
"329",1889,"France","FRA",1,1
"330",1889,"Germany","DEU",0,0
"331",1889,"Italy","ITA",0,1
"332",1889,"Japan","JPN",0,0
"333",1889,"Netherlands","NLD",0,0
"334",1889,"Norway","NOR",0,0
"335",1889,"Portugal","PRT",0,0
"336",1889,"Spain","ESP",0,0
"337",1889,"Sweden","SWE",0,0
"338",1889,"Switzerland","CHE",0,0
"339",1889,"UK","GBR",0,0
"340",1889,"USA","USA",0,0
"341",1890,"Australia","AUS",0,0
"342",1890,"Belgium","BEL",0,0
"343",1890,"Canada","CAN",0,0
"344",1890,"Denmark","DNK",0,0
"345",1890,"Finland","FIN",0,0
"346",1890,"France","FRA",0,0
"347",1890,"Germany","DEU",0,0
"348",1890,"Italy","ITA",0,0
"349",1890,"Japan","JPN",1,1
"350",1890,"Netherlands","NLD",0,0
"351",1890,"Norway","NOR",0,0
"352",1890,"Portugal","PRT",1,1
"353",1890,"Spain","ESP",1,1
"354",1890,"Sweden","SWE",0,0
"355",1890,"Switzerland","CHE",0,0
"356",1890,"UK","GBR",1,1
"357",1890,"USA","USA",0,1
"358",1891,"Australia","AUS",0,0
"359",1891,"Belgium","BEL",0,0
"360",1891,"Canada","CAN",0,0
"361",1891,"Denmark","DNK",0,0
"362",1891,"Finland","FIN",0,0
"363",1891,"France","FRA",0,0
"364",1891,"Germany","DEU",1,1
"365",1891,"Italy","ITA",0,1
"366",1891,"Japan","JPN",0,0
"367",1891,"Netherlands","NLD",0,0
"368",1891,"Norway","NOR",0,0
"369",1891,"Portugal","PRT",0,0
"370",1891,"Spain","ESP",0,0
"371",1891,"Sweden","SWE",0,0
"372",1891,"Switzerland","CHE",0,0
"373",1891,"UK","GBR",0,0
"374",1891,"USA","USA",0,0
"375",1892,"Australia","AUS",0,0
"376",1892,"Belgium","BEL",0,0
"377",1892,"Canada","CAN",0,0
"378",1892,"Denmark","DNK",0,0
"379",1892,"Finland","FIN",0,0
"380",1892,"France","FRA",0,0
"381",1892,"Germany","DEU",0,0
"382",1892,"Italy","ITA",0,0
"383",1892,"Japan","JPN",0,0
"384",1892,"Netherlands","NLD",0,0
"385",1892,"Norway","NOR",0,0
"386",1892,"Portugal","PRT",0,0
"387",1892,"Spain","ESP",0,0
"388",1892,"Sweden","SWE",0,0
"389",1892,"Switzerland","CHE",0,0
"390",1892,"UK","GBR",0,0
"391",1892,"USA","USA",0,0
"392",1893,"Australia","AUS",1,1
"393",1893,"Belgium","BEL",0,0
"394",1893,"Canada","CAN",0,0
"395",1893,"Denmark","DNK",0,0
"396",1893,"Finland","FIN",0,0
"397",1893,"France","FRA",0,0
"398",1893,"Germany","DEU",0,0
"399",1893,"Italy","ITA",1,0
"400",1893,"Japan","JPN",0,0
"401",1893,"Netherlands","NLD",1,0
"402",1893,"Norway","NOR",0,0
"403",1893,"Portugal","PRT",0,0
"404",1893,"Spain","ESP",0,0
"405",1893,"Sweden","SWE",0,0
"406",1893,"Switzerland","CHE",0,0
"407",1893,"UK","GBR",0,0
"408",1893,"USA","USA",1,1
"409",1894,"Australia","AUS",0,0
"410",1894,"Belgium","BEL",0,0
"411",1894,"Canada","CAN",0,0
"412",1894,"Denmark","DNK",0,0
"413",1894,"Finland","FIN",0,0
"414",1894,"France","FRA",0,0
"415",1894,"Germany","DEU",0,0
"416",1894,"Italy","ITA",0,0
"417",1894,"Japan","JPN",0,0
"418",1894,"Netherlands","NLD",0,0
"419",1894,"Norway","NOR",0,0
"420",1894,"Portugal","PRT",0,0
"421",1894,"Spain","ESP",0,0
"422",1894,"Sweden","SWE",0,0
"423",1894,"Switzerland","CHE",0,0
"424",1894,"UK","GBR",0,0
"425",1894,"USA","USA",0,0
"426",1895,"Australia","AUS",0,0
"427",1895,"Belgium","BEL",0,0
"428",1895,"Canada","CAN",0,0
"429",1895,"Denmark","DNK",0,0
"430",1895,"Finland","FIN",0,0
"431",1895,"France","FRA",0,0
"432",1895,"Germany","DEU",0,0
"433",1895,"Italy","ITA",0,0
"434",1895,"Japan","JPN",0,0
"435",1895,"Netherlands","NLD",0,0
"436",1895,"Norway","NOR",0,0
"437",1895,"Portugal","PRT",0,0
"438",1895,"Spain","ESP",0,0
"439",1895,"Sweden","SWE",0,0
"440",1895,"Switzerland","CHE",0,0
"441",1895,"UK","GBR",0,0
"442",1895,"USA","USA",0,0
"443",1896,"Australia","AUS",0,0
"444",1896,"Belgium","BEL",0,0
"445",1896,"Canada","CAN",0,0
"446",1896,"Denmark","DNK",0,0
"447",1896,"Finland","FIN",0,0
"448",1896,"France","FRA",0,0
"449",1896,"Germany","DEU",0,0
"450",1896,"Italy","ITA",0,0
"451",1896,"Japan","JPN",0,0
"452",1896,"Netherlands","NLD",0,0
"453",1896,"Norway","NOR",0,0
"454",1896,"Portugal","PRT",0,0
"455",1896,"Spain","ESP",0,0
"456",1896,"Sweden","SWE",0,0
"457",1896,"Switzerland","CHE",0,0
"458",1896,"UK","GBR",0,0
"459",1896,"USA","USA",0,0
"460",1897,"Australia","AUS",0,0
"461",1897,"Belgium","BEL",0,0
"462",1897,"Canada","CAN",0,0
"463",1897,"Denmark","DNK",0,0
"464",1897,"Finland","FIN",0,0
"465",1897,"France","FRA",0,0
"466",1897,"Germany","DEU",0,0
"467",1897,"Italy","ITA",0,0
"468",1897,"Japan","JPN",0,0
"469",1897,"Netherlands","NLD",0,0
"470",1897,"Norway","NOR",0,0
"471",1897,"Portugal","PRT",0,0
"472",1897,"Spain","ESP",0,0
"473",1897,"Sweden","SWE",0,0
"474",1897,"Switzerland","CHE",0,0
"475",1897,"UK","GBR",0,0
"476",1897,"USA","USA",0,0
"477",1898,"Australia","AUS",0,0
"478",1898,"Belgium","BEL",0,0
"479",1898,"Canada","CAN",0,0
"480",1898,"Denmark","DNK",0,0
"481",1898,"Finland","FIN",0,0
"482",1898,"France","FRA",0,0
"483",1898,"Germany","DEU",0,0
"484",1898,"Italy","ITA",0,0
"485",1898,"Japan","JPN",0,0
"486",1898,"Netherlands","NLD",0,0
"487",1898,"Norway","NOR",0,1
"488",1898,"Portugal","PRT",0,0
"489",1898,"Spain","ESP",0,0
"490",1898,"Sweden","SWE",0,0
"491",1898,"Switzerland","CHE",0,0
"492",1898,"UK","GBR",0,0
"493",1898,"USA","USA",0,0
"494",1899,"Australia","AUS",0,0
"495",1899,"Belgium","BEL",0,0
"496",1899,"Canada","CAN",0,0
"497",1899,"Denmark","DNK",0,0
"498",1899,"Finland","FIN",0,0
"499",1899,"France","FRA",0,0
"500",1899,"Germany","DEU",0,0
"501",1899,"Italy","ITA",0,0
"502",1899,"Japan","JPN",0,0
"503",1899,"Netherlands","NLD",0,0
"504",1899,"Norway","NOR",1,0
"505",1899,"Portugal","PRT",0,0
"506",1899,"Spain","ESP",0,0
"507",1899,"Sweden","SWE",0,0
"508",1899,"Switzerland","CHE",0,0
"509",1899,"UK","GBR",0,0
"510",1899,"USA","USA",0,0
"511",1900,"Australia","AUS",0,0
"512",1900,"Belgium","BEL",0,0
"513",1900,"Canada","CAN",0,0
"514",1900,"Denmark","DNK",0,0
"515",1900,"Finland","FIN",1,1
"516",1900,"France","FRA",0,0
"517",1900,"Germany","DEU",0,0
"518",1900,"Italy","ITA",0,0
"519",1900,"Japan","JPN",0,0
"520",1900,"Netherlands","NLD",0,0
"521",1900,"Norway","NOR",0,0
"522",1900,"Portugal","PRT",0,0
"523",1900,"Spain","ESP",0,0
"524",1900,"Sweden","SWE",0,0
"525",1900,"Switzerland","CHE",0,0
"526",1900,"UK","GBR",0,0
"527",1900,"USA","USA",0,0
"528",1901,"Australia","AUS",0,0
"529",1901,"Belgium","BEL",0,0
"530",1901,"Canada","CAN",0,0
"531",1901,"Denmark","DNK",0,0
"532",1901,"Finland","FIN",0,0
"533",1901,"France","FRA",0,0
"534",1901,"Germany","DEU",1,1
"535",1901,"Italy","ITA",0,0
"536",1901,"Japan","JPN",0,1
"537",1901,"Netherlands","NLD",0,0
"538",1901,"Norway","NOR",0,0
"539",1901,"Portugal","PRT",0,0
"540",1901,"Spain","ESP",0,0
"541",1901,"Sweden","SWE",0,0
"542",1901,"Switzerland","CHE",0,0
"543",1901,"UK","GBR",0,0
"544",1901,"USA","USA",0,0
"545",1902,"Australia","AUS",0,0
"546",1902,"Belgium","BEL",0,0
"547",1902,"Canada","CAN",0,0
"548",1902,"Denmark","DNK",0,0
"549",1902,"Finland","FIN",0,0
"550",1902,"France","FRA",0,0
"551",1902,"Germany","DEU",0,0
"552",1902,"Italy","ITA",0,0
"553",1902,"Japan","JPN",0,0
"554",1902,"Netherlands","NLD",0,0
"555",1902,"Norway","NOR",0,0
"556",1902,"Portugal","PRT",0,0
"557",1902,"Spain","ESP",0,0
"558",1902,"Sweden","SWE",0,0
"559",1902,"Switzerland","CHE",0,0
"560",1902,"UK","GBR",0,0
"561",1902,"USA","USA",0,0
"562",1903,"Australia","AUS",0,0
"563",1903,"Belgium","BEL",0,0
"564",1903,"Canada","CAN",0,0
"565",1903,"Denmark","DNK",0,0
"566",1903,"Finland","FIN",0,0
"567",1903,"France","FRA",0,0
"568",1903,"Germany","DEU",0,0
"569",1903,"Italy","ITA",0,0
"570",1903,"Japan","JPN",0,0
"571",1903,"Netherlands","NLD",0,0
"572",1903,"Norway","NOR",0,0
"573",1903,"Portugal","PRT",0,0
"574",1903,"Spain","ESP",0,0
"575",1903,"Sweden","SWE",0,0
"576",1903,"Switzerland","CHE",0,0
"577",1903,"UK","GBR",0,0
"578",1903,"USA","USA",0,0
"579",1904,"Australia","AUS",0,0
"580",1904,"Belgium","BEL",0,0
"581",1904,"Canada","CAN",0,0
"582",1904,"Denmark","DNK",0,0
"583",1904,"Finland","FIN",0,0
"584",1904,"France","FRA",0,0
"585",1904,"Germany","DEU",0,0
"586",1904,"Italy","ITA",0,0
"587",1904,"Japan","JPN",0,0
"588",1904,"Netherlands","NLD",0,0
"589",1904,"Norway","NOR",0,0
"590",1904,"Portugal","PRT",0,0
"591",1904,"Spain","ESP",0,0
"592",1904,"Sweden","SWE",0,0
"593",1904,"Switzerland","CHE",0,0
"594",1904,"UK","GBR",0,0
"595",1904,"USA","USA",0,0
"596",1905,"Australia","AUS",0,0
"597",1905,"Belgium","BEL",0,0
"598",1905,"Canada","CAN",0,0
"599",1905,"Denmark","DNK",0,0
"600",1905,"Finland","FIN",0,0
"601",1905,"France","FRA",0,0
"602",1905,"Germany","DEU",0,0
"603",1905,"Italy","ITA",0,0
"604",1905,"Japan","JPN",0,0
"605",1905,"Netherlands","NLD",0,0
"606",1905,"Norway","NOR",0,0
"607",1905,"Portugal","PRT",0,0
"608",1905,"Spain","ESP",0,0
"609",1905,"Sweden","SWE",0,0
"610",1905,"Switzerland","CHE",0,0
"611",1905,"UK","GBR",0,0
"612",1905,"USA","USA",0,0
"613",1906,"Australia","AUS",0,0
"614",1906,"Belgium","BEL",0,0
"615",1906,"Canada","CAN",0,0
"616",1906,"Denmark","DNK",0,0
"617",1906,"Finland","FIN",0,0
"618",1906,"France","FRA",0,0
"619",1906,"Germany","DEU",0,0
"620",1906,"Italy","ITA",0,0
"621",1906,"Japan","JPN",0,0
"622",1906,"Netherlands","NLD",0,0
"623",1906,"Norway","NOR",0,0
"624",1906,"Portugal","PRT",0,0
"625",1906,"Spain","ESP",0,0
"626",1906,"Sweden","SWE",0,0
"627",1906,"Switzerland","CHE",0,0
"628",1906,"UK","GBR",0,0
"629",1906,"USA","USA",0,0
"630",1907,"Australia","AUS",0,0
"631",1907,"Belgium","BEL",0,0
"632",1907,"Canada","CAN",1,0
"633",1907,"Denmark","DNK",0,1
"634",1907,"Finland","FIN",0,0
"635",1907,"France","FRA",0,0
"636",1907,"Germany","DEU",1,0
"637",1907,"Italy","ITA",1,1
"638",1907,"Japan","JPN",1,1
