"","year","country","iso","crisisJST","crisisBR"
"1882",1980,"Portugal","PRT",0,0
"1883",1980,"Spain","ESP",0,0
"1884",1980,"Sweden","SWE",0,0
"1885",1980,"Switzerland","CHE",0,0
"1886",1980,"UK","GBR",0,0
"1887",1980,"USA","USA",0,0
"1888",1981,"Australia","AUS",0,0
"1889",1981,"Belgium","BEL",0,0
"1890",1981,"Canada","CAN",0,0
"1891",1981,"Denmark","DNK",0,0
"1892",1981,"Finland","FIN",0,0
"1893",1981,"France","FRA",0,0
"1894",1981,"Germany","DEU",0,0
"1895",1981,"Italy","ITA",0,0
"1896",1981,"Japan","JPN",0,0
"1897",1981,"Netherlands","NLD",0,0
"1898",1981,"Norway","NOR",0,0
"1899",1981,"Portugal","PRT",0,0
"1900",1981,"Spain","ESP",0,0
"1901",1981,"Sweden","SWE",0,0
"1902",1981,"Switzerland","CHE",0,0
"1903",1981,"UK","GBR",0,0
"1904",1981,"USA","USA",0,0
"1905",1982,"Australia","AUS",0,0
"1906",1982,"Belgium","BEL",0,0
"1907",1982,"Canada","CAN",0,1
"1908",1982,"Denmark","DNK",0,0
"1909",1982,"Finland","FIN",0,0
"1910",1982,"France","FRA",0,0
"1911",1982,"Germany","DEU",0,0
"1912",1982,"Italy","ITA",0,0
"1913",1982,"Japan","JPN",0,0
"1914",1982,"Netherlands","NLD",0,0
"1915",1982,"Norway","NOR",0,0
"1916",1982,"Portugal","PRT",0,0
"1917",1982,"Spain","ESP",0,0
"1918",1982,"Sweden","SWE",0,0
"1919",1982,"Switzerland","CHE",0,0
"1920",1982,"UK","GBR",0,0
"1921",1982,"USA","USA",0,0
"1922",1983,"Australia","AUS",0,0
"1923",1983,"Belgium","BEL",0,0
"1924",1983,"Canada","CAN",0,0
"1925",1983,"Denmark","DNK",0,0
"1926",1983,"Finland","FIN",0,0
"1927",1983,"France","FRA",0,0
"1928",1983,"Germany","DEU",0,0
"1929",1983,"Italy","ITA",0,0
"1930",1983,"Japan","JPN",0,0
"1931",1983,"Netherlands","NLD",0,0
"1932",1983,"Norway","NOR",0,0
"1933",1983,"Portugal","PRT",0,0
"1934",1983,"Spain","ESP",0,0
"1935",1983,"Sweden","SWE",0,0
"1936",1983,"Switzerland","CHE",0,0
"1937",1983,"UK","GBR",0,0
"1938",1983,"USA","USA",0,0
"1939",1984,"Australia","AUS",0,0
"1940",1984,"Belgium","BEL",0,0
"1941",1984,"Canada","CAN",0,0
"1942",1984,"Denmark","DNK",0,0
"1943",1984,"Finland","FIN",0,0
"1944",1984,"France","FRA",0,0
"1945",1984,"Germany","DEU",0,0
"1946",1984,"Italy","ITA",0,0
"1947",1984,"Japan","JPN",0,0
"1948",1984,"Netherlands","NLD",0,0
"1949",1984,"Norway","NOR",0,0
"1950",1984,"Portugal","PRT",0,0
"1951",1984,"Spain","ESP",0,0
"1952",1984,"Sweden","SWE",0,0
"1953",1984,"Switzerland","CHE",0,0
"1954",1984,"UK","GBR",0,0
"1955",1984,"USA","USA",1,1
"1956",1985,"Australia","AUS",0,0
"1957",1985,"Belgium","BEL",0,0
"1958",1985,"Canada","CAN",0,0
"1959",1985,"Denmark","DNK",0,0
"1960",1985,"Finland","FIN",0,0
"1961",1985,"France","FRA",0,0
"1962",1985,"Germany","DEU",0,0
"1963",1985,"Italy","ITA",0,0
"1964",1985,"Japan","JPN",0,0
"1965",1985,"Netherlands","NLD",0,0
"1966",1985,"Norway","NOR",0,0
"1967",1985,"Portugal","PRT",0,0
"1968",1985,"Spain","ESP",0,0
"1969",1985,"Sweden","SWE",0,0
"1970",1985,"Switzerland","CHE",0,0
"1971",1985,"UK","GBR",0,0
"1972",1985,"USA","USA",0,0
"1973",1986,"Australia","AUS",0,0
"1974",1986,"Belgium","BEL",0,0
"1975",1986,"Canada","CAN",0,0
"1976",1986,"Denmark","DNK",0,0
"1977",1986,"Finland","FIN",0,0
"1978",1986,"France","FRA",0,0
"1979",1986,"Germany","DEU",0,0
"1980",1986,"Italy","ITA",0,0
"1981",1986,"Japan","JPN",0,0
"1982",1986,"Netherlands","NLD",0,0
"1983",1986,"Norway","NOR",0,0
"1984",1986,"Portugal","PRT",0,0
"1985",1986,"Spain","ESP",0,0
"1986",1986,"Sweden","SWE",0,0
"1987",1986,"Switzerland","CHE",0,0
"1988",1986,"UK","GBR",0,0
"1989",1986,"USA","USA",0,0
"1990",1987,"Australia","AUS",0,0
"1991",1987,"Belgium","BEL",0,0
"1992",1987,"Canada","CAN",0,0
"1993",1987,"Denmark","DNK",1,0
"1994",1987,"Finland","FIN",0,0
"1995",1987,"France","FRA",0,0
"1996",1987,"Germany","DEU",0,0
"1997",1987,"Italy","ITA",0,0
"1998",1987,"Japan","JPN",0,0
"1999",1987,"Netherlands","NLD",0,0
"2000",1987,"Norway","NOR",0,1
"2001",1987,"Portugal","PRT",0,0
"2002",1987,"Spain","ESP",0,0
"2003",1987,"Sweden","SWE",0,0
"2004",1987,"Switzerland","CHE",0,0
"2005",1987,"UK","GBR",0,0
"2006",1987,"USA","USA",0,0
"2007",1988,"Australia","AUS",0,0
"2008",1988,"Belgium","BEL",0,0
"2009",1988,"Canada","CAN",0,0
"2010",1988,"Denmark","DNK",0,0
"2011",1988,"Finland","FIN",0,0
"2012",1988,"France","FRA",0,0
"2013",1988,"Germany","DEU",0,0
"2014",1988,"Italy","ITA",0,0
"2015",1988,"Japan","JPN",0,0
"2016",1988,"Netherlands","NLD",0,0
"2017",1988,"Norway","NOR",1,0
"2018",1988,"Portugal","PRT",0,0
"2019",1988,"Spain","ESP",0,0
"2020",1988,"Sweden","SWE",0,0
"2021",1988,"Switzerland","CHE",0,0
"2022",1988,"UK","GBR",0,0
"2023",1988,"USA","USA",0,0
"2024",1989,"Australia","AUS",1,1
"2025",1989,"Belgium","BEL",0,0
"2026",1989,"Canada","CAN",0,0
"2027",1989,"Denmark","DNK",0,0
"2028",1989,"Finland","FIN",0,0
"2029",1989,"France","FRA",0,0
"2030",1989,"Germany","DEU",0,0
"2031",1989,"Italy","ITA",0,0
"2032",1989,"Japan","JPN",0,0
"2033",1989,"Netherlands","NLD",0,0
"2034",1989,"Norway","NOR",0,0
"2035",1989,"Portugal","PRT",0,0
"2036",1989,"Spain","ESP",0,0
"2037",1989,"Sweden","SWE",0,0
"2038",1989,"Switzerland","CHE",0,0
"2039",1989,"UK","GBR",0,0
"2040",1989,"USA","USA",0,0
"2041",1990,"Australia","AUS",0,0
"2042",1990,"Belgium","BEL",0,0
"2043",1990,"Canada","CAN",0,0
"2044",1990,"Denmark","DNK",0,0
"2045",1990,"Finland","FIN",0,1
"2046",1990,"France","FRA",0,0
"2047",1990,"Germany","DEU",0,0
"2048",1990,"Italy","ITA",1,0
"2049",1990,"Japan","JPN",0,1
"2050",1990,"Netherlands","NLD",0,0
"2051",1990,"Norway","NOR",0,0
"2052",1990,"Portugal","PRT",0,0
"2053",1990,"Spain","ESP",0,0
"2054",1990,"Sweden","SWE",0,0
"2055",1990,"Switzerland","CHE",0,1
"2056",1990,"UK","GBR",0,0
"2057",1990,"USA","USA",0,1
"2058",1991,"Australia","AUS",0,0
"2059",1991,"Belgium","BEL",0,0
"2060",1991,"Canada","CAN",0,0
"2061",1991,"Denmark","DNK",0,0
"2062",1991,"Finland","FIN",1,0
"2063",1991,"France","FRA",0,0
"2064",1991,"Germany","DEU",0,0
"2065",1991,"Italy","ITA",0,0
"2066",1991,"Japan","JPN",0,0
"2067",1991,"Netherlands","NLD",0,0
"2068",1991,"Norway","NOR",0,0
"2069",1991,"Portugal","PRT",0,0
"2070",1991,"Spain","ESP",0,0
"2071",1991,"Sweden","SWE",1,1
"2072",1991,"Switzerland","CHE",1,0
"2073",1991,"UK","GBR",1,1
"2074",1991,"USA","USA",0,0
"2075",1992,"Australia","AUS",0,0
"2076",1992,"Belgium","BEL",0,0
"2077",1992,"Canada","CAN",0,0
"2078",1992,"Denmark","DNK",0,1
"2079",1992,"Finland","FIN",0,0
"2080",1992,"France","FRA",0,0
"2081",1992,"Germany","DEU",0,0
"2082",1992,"Italy","ITA",0,1
"2083",1992,"Japan","JPN",0,0
"2084",1992,"Netherlands","NLD",0,0
"2085",1992,"Norway","NOR",0,0
"2086",1992,"Portugal","PRT",0,0
"2087",1992,"Spain","ESP",0,0
"2088",1992,"Sweden","SWE",0,0
"2089",1992,"Switzerland","CHE",0,0
"2090",1992,"UK","GBR",0,0
"2091",1992,"USA","USA",0,0
"2092",1993,"Australia","AUS",0,0
"2093",1993,"Belgium","BEL",0,0
"2094",1993,"Canada","CAN",0,0
"2095",1993,"Denmark","DNK",0,0
"2096",1993,"Finland","FIN",0,0
"2097",1993,"France","FRA",0,0
"2098",1993,"Germany","DEU",0,0
"2099",1993,"Italy","ITA",0,0
"2100",1993,"Japan","JPN",0,0
"2101",1993,"Netherlands","NLD",0,0
"2102",1993,"Norway","NOR",0,0
"2103",1993,"Portugal","PRT",0,0
"2104",1993,"Spain","ESP",0,0
"2105",1993,"Sweden","SWE",0,0
"2106",1993,"Switzerland","CHE",0,0
"2107",1993,"UK","GBR",0,0
"2108",1993,"USA","USA",0,0
"2109",1994,"Australia","AUS",0,0
"2110",1994,"Belgium","BEL",0,0
"2111",1994,"Canada","CAN",0,0
"2112",1994,"Denmark","DNK",0,0
"2113",1994,"Finland","FIN",0,0
"2114",1994,"France","FRA",0,0
"2115",1994,"Germany","DEU",0,0
"2116",1994,"Italy","ITA",0,0
"2117",1994,"Japan","JPN",0,0
"2118",1994,"Netherlands","NLD",0,0
"2119",1994,"Norway","NOR",0,0
"2120",1994,"Portugal","PRT",0,0
"2121",1994,"Spain","ESP",0,0
"2122",1994,"Sweden","SWE",0,0
"2123",1994,"Switzerland","CHE",0,0
"2124",1994,"UK","GBR",0,0
"2125",1994,"USA","USA",0,0
"2126",1995,"Australia","AUS",0,0
"2127",1995,"Belgium","BEL",0,0
"2128",1995,"Canada","CAN",0,0
"2129",1995,"Denmark","DNK",0,0
"2130",1995,"Finland","FIN",0,0
"2131",1995,"France","FRA",0,0
"2132",1995,"Germany","DEU",0,0
"2133",1995,"Italy","ITA",0,0
"2134",1995,"Japan","JPN",0,0
"2135",1995,"Netherlands","NLD",0,0
"2136",1995,"Norway","NOR",0,0
"2137",1995,"Portugal","PRT",0,0
"2138",1995,"Spain","ESP",0,0
"2139",1995,"Sweden","SWE",0,0
"2140",1995,"Switzerland","CHE",0,0
"2141",1995,"UK","GBR",0,0
"2142",1995,"USA","USA",0,0
"2143",1996,"Australia","AUS",0,0
"2144",1996,"Belgium","BEL",0,0
"2145",1996,"Canada","CAN",0,0
"2146",1996,"Denmark","DNK",0,0
"2147",1996,"Finland","FIN",0,0
"2148",1996,"France","FRA",0,0
"2149",1996,"Germany","DEU",0,0
"2150",1996,"Italy","ITA",0,0
"2151",1996,"Japan","JPN",0,0
"2152",1996,"Netherlands","NLD",0,0
"2153",1996,"Norway","NOR",0,0
"2154",1996,"Portugal","PRT",0,0
"2155",1996,"Spain","ESP",0,0
"2156",1996,"Sweden","SWE",0,0
"2157",1996,"Switzerland","CHE",0,0
"2158",1996,"UK","GBR",0,0
"2159",1996,"USA","USA",0,0
"2160",1997,"Australia","AUS",0,0
"2161",1997,"Belgium","BEL",0,0
"2162",1997,"Canada","CAN",0,0
"2163",1997,"Denmark","DNK",0,0
"2164",1997,"Finland","FIN",0,0
"2165",1997,"France","FRA",0,0
"2166",1997,"Germany","DEU",0,0
"2167",1997,"Italy","ITA",0,0
"2168",1997,"Japan","JPN",1,1
"2169",1997,"Netherlands","NLD",0,0
"2170",1997,"Norway","NOR",0,0
"2171",1997,"Portugal","PRT",0,0
"2172",1997,"Spain","ESP",0,0
"2173",1997,"Sweden","SWE",0,0
"2174",1997,"Switzerland","CHE",0,0
"2175",1997,"UK","GBR",0,0
"2176",1997,"USA","USA",0,0
"2177",1998,"Australia","AUS",0,0
"2178",1998,"Belgium","BEL",0,0
"2179",1998,"Canada","CAN",0,0
"2180",1998,"Denmark","DNK",0,0
"2181",1998,"Finland","FIN",0,0
"2182",1998,"France","FRA",0,0
"2183",1998,"Germany","DEU",0,0
"2184",1998,"Italy","ITA",0,0
"2185",1998,"Japan","JPN",0,0
"2186",1998,"Netherlands","NLD",0,0
"2187",1998,"Norway","NOR",0,0
"2188",1998,"Portugal","PRT",0,0
"2189",1998,"Spain","ESP",0,0
"2190",1998,"Sweden","SWE",0,0
"2191",1998,"Switzerland","CHE",0,0
"2192",1998,"UK","GBR",0,0
"2193",1998,"USA","USA",0,0
"2194",1999,"Australia","AUS",0,0
"2195",1999,"Belgium","BEL",0,0
"2196",1999,"Canada","CAN",0,0
"2197",1999,"Denmark","DNK",0,0
"2198",1999,"Finland","FIN",0,0
"2199",1999,"France","FRA",0,0
"2200",1999,"Germany","DEU",0,0
"2201",1999,"Italy","ITA",0,0
"2202",1999,"Japan","JPN",0,0
"2203",1999,"Netherlands","NLD",0,0
"2204",1999,"Norway","NOR",0,0
"2205",1999,"Portugal","PRT",0,0
"2206",1999,"Spain","ESP",0,0
"2207",1999,"Sweden","SWE",0,0
"2208",1999,"Switzerland","CHE",0,0
"2209",1999,"UK","GBR",0,0
"2210",1999,"USA","USA",0,0
"2211",2000,"Australia","AUS",0,0
"2212",2000,"Belgium","BEL",0,0
"2213",2000,"Canada","CAN",0,0
"2214",2000,"Denmark","DNK",0,0
"2215",2000,"Finland","FIN",0,0
"2216",2000,"France","FRA",0,0
"2217",2000,"Germany","DEU",0,0
"2218",2000,"Italy","ITA",0,0
"2219",2000,"Japan","JPN",0,0
"2220",2000,"Netherlands","NLD",0,0
"2221",2000,"Norway","NOR",0,0
"2222",2000,"Portugal","PRT",0,0
"2223",2000,"Spain","ESP",0,0
"2224",2000,"Sweden","SWE",0,0
"2225",2000,"Switzerland","CHE",0,0
"2226",2000,"UK","GBR",0,0
"2227",2000,"USA","USA",0,0
"2228",2001,"Australia","AUS",0,0
"2229",2001,"Belgium","BEL",0,0
"2230",2001,"Canada","CAN",0,0
"2231",2001,"Denmark","DNK",0,0
"2232",2001,"Finland","FIN",0,0
"2233",2001,"France","FRA",0,0
"2234",2001,"Germany","DEU",0,0
"2235",2001,"Italy","ITA",0,0
"2236",2001,"Japan","JPN",0,1
"2237",2001,"Netherlands","NLD",0,0
"2238",2001,"Norway","NOR",0,0
"2239",2001,"Portugal","PRT",0,0
"2240",2001,"Spain","ESP",0,0
"2241",2001,"Sweden","SWE",0,0
"2242",2001,"Switzerland","CHE",0,0
"2243",2001,"UK","GBR",0,0
"2244",2001,"USA","USA",0,0
"2245",2002,"Australia","AUS",0,0
"2246",2002,"Belgium","BEL",0,0
"2247",2002,"Canada","CAN",0,0
"2248",2002,"Denmark","DNK",0,0
"2249",2002,"Finland","FIN",0,0
"2250",2002,"France","FRA",0,0
"2251",2002,"Germany","DEU",0,0
"2252",2002,"Italy","ITA",0,0
"2253",2002,"Japan","JPN",0,0
"2254",2002,"Netherlands","NLD",0,0
"2255",2002,"Norway","NOR",0,0
"2256",2002,"Portugal","PRT",0,0
"2257",2002,"Spain","ESP",0,0
"2258",2002,"Sweden","SWE",0,0
"2259",2002,"Switzerland","CHE",0,0
"2260",2002,"UK","GBR",0,0
"2261",2002,"USA","USA",0,0
"2262",2003,"Australia","AUS",0,0
"2263",2003,"Belgium","BEL",0,0
"2264",2003,"Canada","CAN",0,0
"2265",2003,"Denmark","DNK",0,0
"2266",2003,"Finland","FIN",0,0
"2267",2003,"France","FRA",0,0
"2268",2003,"Germany","DEU",0,0
"2269",2003,"Italy","ITA",0,0
"2270",2003,"Japan","JPN",0,0
"2271",2003,"Netherlands","NLD",0,0
"2272",2003,"Norway","NOR",0,0
"2273",2003,"Portugal","PRT",0,0
"2274",2003,"Spain","ESP",0,0
"2275",2003,"Sweden","SWE",0,0
"2276",2003,"Switzerland","CHE",0,0
"2277",2003,"UK","GBR",0,0
"2278",2003,"USA","USA",0,0
"2279",2004,"Australia","AUS",0,0
"2280",2004,"Belgium","BEL",0,0
"2281",2004,"Canada","CAN",0,0
"2282",2004,"Denmark","DNK",0,0
"2283",2004,"Finland","FIN",0,0
"2284",2004,"France","FRA",0,0
"2285",2004,"Germany","DEU",0,0
"2286",2004,"Italy","ITA",0,0
"2287",2004,"Japan","JPN",0,0
"2288",2004,"Netherlands","NLD",0,0
"2289",2004,"Norway","NOR",0,0
"2290",2004,"Portugal","PRT",0,0
"2291",2004,"Spain","ESP",0,0
"2292",2004,"Sweden","SWE",0,0
"2293",2004,"Switzerland","CHE",0,0
"2294",2004,"UK","GBR",0,0
"2295",2004,"USA","USA",0,0
"2296",2005,"Australia","AUS",0,0
"2297",2005,"Belgium","BEL",0,0
"2298",2005,"Canada","CAN",0,0
"2299",2005,"Denmark","DNK",0,0
"2300",2005,"Finland","FIN",0,0
"2301",2005,"France","FRA",0,0
"2302",2005,"Germany","DEU",0,0
"2303",2005,"Italy","ITA",0,0
"2304",2005,"Japan","JPN",0,0
"2305",2005,"Netherlands","NLD",0,0
"2306",2005,"Norway","NOR",0,0
"2307",2005,"Portugal","PRT",0,0
"2308",2005,"Spain","ESP",0,0
"2309",2005,"Sweden","SWE",0,0
"2310",2005,"Switzerland","CHE",0,0
"2311",2005,"UK","GBR",0,0
"2312",2005,"USA","USA",0,0
"2313",2006,"Australia","AUS",0,0
"2314",2006,"Belgium","BEL",0,0
"2315",2006,"Canada","CAN",0,0
"2316",2006,"Denmark","DNK",0,0
"2317",2006,"Finland","FIN",0,0
"2318",2006,"France","FRA",0,0
"2319",2006,"Germany","DEU",0,0
"2320",2006,"Italy","ITA",0,0
"2321",2006,"Japan","JPN",0,0
"2322",2006,"Netherlands","NLD",0,0
"2323",2006,"Norway","NOR",0,0
"2324",2006,"Portugal","PRT",0,0
"2325",2006,"Spain","ESP",0,0
"2326",2006,"Sweden","SWE",0,0
"2327",2006,"Switzerland","CHE",0,0
"2328",2006,"UK","GBR",0,0
"2329",2006,"USA","USA",0,0
"2330",2007,"Australia","AUS",0,0
"2331",2007,"Belgium","BEL",0,0
"2332",2007,"Canada","CAN",0,0
"2333",2007,"Denmark","DNK",0,0
"2334",2007,"Finland","FIN",0,0
"2335",2007,"France","FRA",0,0
"2336",2007,"Germany","DEU",0,0
"2337",2007,"Italy","ITA",0,0
"2338",2007,"Japan","JPN",0,0
"2339",2007,"Netherlands","NLD",0,0
"2340",2007,"Norway","NOR",0,0
"2341",2007,"Portugal","PRT",0,0
"2342",2007,"Spain","ESP",0,0
"2343",2007,"Sweden","SWE",0,0
"2344",2007,"Switzerland","CHE",0,0
"2345",2007,"UK","GBR",1,0
"2346",2007,"USA","USA",1,1
"2347",2008,"Australia","AUS",0,0
"2348",2008,"Belgium","BEL",1,1
"2349",2008,"Canada","CAN",0,0
"2350",2008,"Denmark","DNK",1,1
"2351",2008,"Finland","FIN",0,0
"2352",2008,"France","FRA",1,1
"2353",2008,"Germany","DEU",1,1
"2354",2008,"Italy","ITA",1,1
"2355",2008,"Japan","JPN",0,0
"2356",2008,"Netherlands","NLD",1,1
"2357",2008,"Norway","NOR",0,1
"2358",2008,"Portugal","PRT",1,1
"2359",2008,"Spain","ESP",1,1
"2360",2008,"Sweden","SWE",1,1
"2361",2008,"Switzerland","CHE",1,1
"2362",2008,"UK","GBR",0,1
"2363",2008,"USA","USA",0,0
"2364",2009,"Australia","AUS",0,0
"2365",2009,"Belgium","BEL",0,0
"2366",2009,"Canada","CAN",0,0
"2367",2009,"Denmark","DNK",0,0
"2368",2009,"Finland","FIN",0,0
"2369",2009,"France","FRA",0,0
"2370",2009,"Germany","DEU",0,0
"2371",2009,"Italy","ITA",0,0
"2372",2009,"Japan","JPN",0,0
"2373",2009,"Netherlands","NLD",0,0
"2374",2009,"Norway","NOR",0,0
"2375",2009,"Portugal","PRT",0,0
"2376",2009,"Spain","ESP",0,0
"2377",2009,"Sweden","SWE",0,0
"2378",2009,"Switzerland","CHE",0,0
"2379",2009,"UK","GBR",0,0
"2380",2009,"USA","USA",0,0
"2381",2010,"Australia","AUS",0,0
"2382",2010,"Belgium","BEL",0,0
"2383",2010,"Canada","CAN",0,0
"2384",2010,"Denmark","DNK",0,0
"2385",2010,"Finland","FIN",0,0
"2386",2010,"France","FRA",0,0
"2387",2010,"Germany","DEU",0,0
"2388",2010,"Italy","ITA",0,0
"2389",2010,"Japan","JPN",0,0
"2390",2010,"Netherlands","NLD",0,0
"2391",2010,"Norway","NOR",0,0
"2392",2010,"Portugal","PRT",0,0
"2393",2010,"Spain","ESP",0,1
"2394",2010,"Sweden","SWE",0,0
"2395",2010,"Switzerland","CHE",0,0
"2396",2010,"UK","GBR",0,0
"2397",2010,"USA","USA",0,0
"2398",2011,"Australia","AUS",0,0
"2399",2011,"Belgium","BEL",0,1
"2400",2011,"Canada","CAN",0,0
"2401",2011,"Denmark","DNK",0,1
"2402",2011,"Finland","FIN",0,0
"2403",2011,"France","FRA",0,0
"2404",2011,"Germany","DEU",0,0
"2405",2011,"Italy","ITA",0,1
"2406",2011,"Japan","JPN",0,0
"2407",2011,"Netherlands","NLD",0,0
"2408",2011,"Norway","NOR",0,0
"2409",2011,"Portugal","PRT",0,1
"2410",2011,"Spain","ESP",0,0
"2411",2011,"Sweden","SWE",0,0
"2412",2011,"Switzerland","CHE",0,0
"2413",2011,"UK","GBR",0,0
"2414",2011,"USA","USA",0,0
"2415",2012,"Australia","AUS",0,0
"2416",2012,"Belgium","BEL",0,0
"2417",2012,"Canada","CAN",0,0
"2418",2012,"Denmark","DNK",0,0
"2419",2012,"Finland","FIN",0,0
"2420",2012,"France","FRA",0,0
"2421",2012,"Germany","DEU",0,0
"2422",2012,"Italy","ITA",0,0
"2423",2012,"Japan","JPN",0,0
"2424",2012,"Netherlands","NLD",0,0
"2425",2012,"Norway","NOR",0,0
"2426",2012,"Portugal","PRT",0,0
"2427",2012,"Spain","ESP",0,0
"2428",2012,"Sweden","SWE",0,0
"2429",2012,"Switzerland","CHE",0,0
"2430",2012,"UK","GBR",0,0
"2431",2012,"USA","USA",0,0
"2432",2013,"Australia","AUS",0,0
"2433",2013,"Belgium","BEL",0,0
"2434",2013,"Canada","CAN",0,0
"2435",2013,"Denmark","DNK",0,0
"2436",2013,"Finland","FIN",0,0
"2437",2013,"France","FRA",0,0
"2438",2013,"Germany","DEU",0,0
"2439",2013,"Italy","ITA",0,0
"2440",2013,"Japan","JPN",0,0
"2441",2013,"Netherlands","NLD",0,0
"2442",2013,"Norway","NOR",0,0
"2443",2013,"Portugal","PRT",0,0
"2444",2013,"Spain","ESP",0,0
"2445",2013,"Sweden","SWE",0,0
"2446",2013,"Switzerland","CHE",0,0
"2447",2013,"UK","GBR",0,0
"2448",2013,"USA","USA",0,0
"2449",2014,"Australia","AUS",0,0
"2450",2014,"Belgium","BEL",0,0
"2451",2014,"Canada","CAN",0,0
"2452",2014,"Denmark","DNK",0,0
"2453",2014,"Finland","FIN",0,0
"2454",2014,"France","FRA",0,0
"2455",2014,"Germany","DEU",0,0
"2456",2014,"Italy","ITA",0,0
"2457",2014,"Japan","JPN",0,0
"2458",2014,"Netherlands","NLD",0,0
"2459",2014,"Norway","NOR",0,0
"2460",2014,"Portugal","PRT",0,1
"2461",2014,"Spain","ESP",0,0
"2462",2014,"Sweden","SWE",0,0
"2463",2014,"Switzerland","CHE",0,0
"2464",2014,"UK","GBR",0,0
"2465",2014,"USA","USA",0,0
"2466",2015,"Australia","AUS",0,0
"2467",2015,"Belgium","BEL",0,0
"2468",2015,"Canada","CAN",0,0
"2469",2015,"Denmark","DNK",0,0
"2470",2015,"Finland","FIN",0,0
"2471",2015,"France","FRA",0,0
"2472",2015,"Germany","DEU",0,0
"2473",2015,"Italy","ITA",0,0
"2474",2015,"Japan","JPN",0,0
"2475",2015,"Netherlands","NLD",0,0
"2476",2015,"Norway","NOR",0,0
"2477",2015,"Portugal","PRT",0,0
"2478",2015,"Spain","ESP",0,0
"2479",2015,"Sweden","SWE",0,0
"2480",2015,"Switzerland","CHE",0,0
"2481",2015,"UK","GBR",0,0
"2482",2015,"USA","USA",0,0
"2483",2016,"Australia","AUS",0,0
"2484",2016,"Belgium","BEL",0,0
"2485",2016,"Canada","CAN",0,0
"2486",2016,"Denmark","DNK",0,0
"2487",2016,"Finland","FIN",0,0
"2488",2016,"France","FRA",0,0
"2489",2016,"Germany","DEU",0,0
"2490",2016,"Italy","ITA",0,1
"2491",2016,"Japan","JPN",0,0
"2492",2016,"Netherlands","NLD",0,0
"2493",2016,"Norway","NOR",0,0
"2494",2016,"Portugal","PRT",0,0
"2495",2016,"Spain","ESP",0,0
"2496",2016,"Sweden","SWE",0,0
"2497",2016,"Switzerland","CHE",0,0
"2498",2016,"UK","GBR",0,0
"2499",2016,"USA","USA",0,0
